Provinsi,Judul,Harga,Lokasi_Detail,Link
DKI Jakarta,16 Woy !!! Dibeli iphone 17 15 pro max plus iBox inter cod 14,18000000,"KELAPA GADING, JAKARTA UTARA",https://www.olx.co.id/item/16-woy-dibeli-iphone-17-15-pro-max-plus-ibox-inter-cod-14-iid-864508172
DKI Jakarta,Realme Note 70 ram 4gb+8gb/64gb baru garansi resmi harga Promo,1280000,"KRAMAT JATI, JAKARTA TIMUR",https://www.olx.co.id/item/realme-note-70-ram-4gb8gb64gb-baru-garansi-resmi-harga-promo-iid-939433898
DKI Jakarta,IPHONE 15 128GB INTER (FULL SET + FREE 7 CASE),7800000,"CIBUBUR, JAKARTA TIMUR",https://www.olx.co.id/item/iphone-15-128gb-inter-full-set-free-7-case-iid-942036406
DKI Jakarta,Oppo A6X ram 4gb+4gb/64gb baru garansi resmi harga Promo,1485000,"KRAMAT JATI, JAKARTA TIMUR",https://www.olx.co.id/item/oppo-a6x-ram-4gb4gb64gb-baru-garansi-resmi-harga-promo-iid-942117011
DKI Jakarta,DI JUAL POCO M4 PRO FULLSET,1400000,"JATINEGARA, JAKARTA TIMUR",https://www.olx.co.id/item/di-jual-poco-m4-pro-fullset-iid-942162675
DKI Jakarta,iPhone 13 128 inter dan ibox,5500000,"MATRAMAN, JAKARTA TIMUR",https://www.olx.co.id/item/iphone-13-128-inter-dan-ibox-iid-942162632
DKI Jakarta,IPHONE 13 PRO 256 GB KONDISI MULUS WIFI ONLY,5900000,"KEMBANGAN, JAKARTA BARAT",https://www.olx.co.id/item/iphone-13-pro-256-gb-kondisi-mulus-wifi-only-iid-942162631
DKI Jakarta,(iBox) iPhone 14 128GB iBox Starlight Murah Fullset Nota,6500000,"MATRAMAN, JAKARTA TIMUR",https://www.olx.co.id/item/ibox-iphone-14-128gb-ibox-starlight-murah-fullset-nota-iid-942162626
DKI Jakarta,(iBox) iPhone 14 Pro 256GB iBox Space Black Fullset Original Like New,9800000,"MATRAMAN, JAKARTA TIMUR",https://www.olx.co.id/item/ibox-iphone-14-pro-256gb-ibox-space-black-fullset-original-like-new-iid-942162609
DKI Jakarta,Samsung A56 5G 8/256,5400000,"DUREN SAWIT, JAKARTA TIMUR",https://www.olx.co.id/item/samsung-a56-5g-8256-iid-942162599
DKI Jakarta,Handphone realme C11,100000,"SENEN, JAKARTA PUSAT",https://www.olx.co.id/item/handphone-realme-c11-iid-942162594
DKI Jakarta,Samsung s21 fe 8/256 HP only minus,2000000,"TEBET, JAKARTA SELATAN",https://www.olx.co.id/item/samsung-s21-fe-8256-hp-only-minus-iid-942162587
DKI Jakarta,Xiaomi MI13 custom edition 12/512 Bea cukai,6300000,"CEMPAKA PUTIH, JAKARTA PUSAT",https://www.olx.co.id/item/xiaomi-mi13-custom-edition-12512-bea-cukai-iid-942162571
DKI Jakarta,Samsung a25 5g 8/128 HP only,2000000,"TEBET, JAKARTA SELATAN",https://www.olx.co.id/item/samsung-a25-5g-8128-hp-only-iid-942162556
DKI Jakarta,Xiomi note 5 ram 3/32gb,375000,"DUREN SAWIT, JAKARTA TIMUR",https://www.olx.co.id/item/xiomi-note-5-ram-332gb-iid-942162542
DKI Jakarta,iPhone Xr sampai 17 ProMax,2899000,"MATRAMAN, JAKARTA TIMUR",https://www.olx.co.id/item/iphone-xr-sampai-17-promax-iid-942162497
DKI Jakarta,iPhone 12 128GB INTER ALL OPERATOR,4150000,"SENEN, JAKARTA PUSAT",https://www.olx.co.id/item/iphone-12-128gb-inter-all-operator-iid-942162443
DKI Jakarta,Samsung A17 4G Amoled ram 8gb+8gb/128gb baru garansi resmi Sein,2725000,"KRAMAT JATI, JAKARTA TIMUR",https://www.olx.co.id/item/samsung-a17-4g-amoled-ram-8gb8gb128gb-baru-garansi-resmi-sein-iid-928755313
DKI Jakarta,Xiaomi 15T ram 12gb/512gb baru garansi resmi camera 50mp ois leica,7299000,"KRAMAT JATI, JAKARTA TIMUR",https://www.olx.co.id/item/xiaomi-15t-ram-12gb512gb-baru-garansi-resmi-camera-50mp-ois-leica-iid-910570779
DKI Jakarta,Iphone 14 pro 128 dan 256 ex ibox,11899999,"MATRAMAN, JAKARTA TIMUR",https://www.olx.co.id/item/iphone-14-pro-128-dan-256-ex-ibox-iid-940512376
DKI Jakarta,14 Dibeli cpt iphone 17 15 pro max ibox inter cod,22500000,"TEBET, JAKARTA SELATAN",https://www.olx.co.id/item/14-dibeli-cpt-iphone-17-15-pro-max-ibox-inter-cod-iid-878461157
DKI Jakarta,Samsung galaxy j7 prime,250000,"PALMERAH, JAKARTA BARAT",https://www.olx.co.id/item/samsung-galaxy-j7-prime-iid-942162427
DKI Jakarta,Hp Oppo Reno 14F 8/256,5200000,"PALMERAH, JAKARTA BARAT",https://www.olx.co.id/item/hp-oppo-reno-14f-8256-iid-942162386
DKI Jakarta,Oppo F7 Ram4/64Gb Minusan,200000,"TANJUNG BARAT, JAKARTA SELATAN",https://www.olx.co.id/item/oppo-f7-ram464gb-minusan-iid-942162359
DKI Jakarta,Infinix zero 5g 2023 8/256 Gb ..,1500000,"DUREN SAWIT, JAKARTA TIMUR",https://www.olx.co.id/item/infinix-zero-5g-2023-8256-gb--iid-942162313
DKI Jakarta,"Samsung Galaxy S22 5G 8/128GB SEIN NO MINUS, Siap Pakai",4100000,"CENGKARENG, JAKARTA BARAT",https://www.olx.co.id/item/samsung-galaxy-s22-5g-8128gb-sein-no-minus-siap-pakai-iid-942162311
DKI Jakarta,Iphone 16 pro max 256gb resmi ibox natural titanium,17900000,"GAMBIR, JAKARTA PUSAT",https://www.olx.co.id/item/iphone-16-pro-max-256gb-resmi-ibox-natural-titanium-iid-942162290
DKI Jakarta,Redmi 13c RAM 8 MEMORI 256 SUDAH NFC fullset original bawaan semua,1200000,"KEBON JERUK, JAKARTA BARAT",https://www.olx.co.id/item/redmi-13c-ram-8-memori-256-sudah-nfc-fullset-original-bawaan-semua-iid-942162265
DKI Jakarta,Oppo a17 4+1 /64gb,750000,"KEMBANGAN, JAKARTA BARAT",https://www.olx.co.id/item/oppo-a17-41-64gb-iid-942162221
DKI Jakarta,Sharp Sense 9 8/256 GB,4200000,"KEMBANGAN, JAKARTA BARAT",https://www.olx.co.id/item/sharp-sense-9-8256-gb-iid-942162163
DKI Jakarta,Samsung S22 Plus 8/128 light saber,2700000,"TANAH ABANG, JAKARTA PUSAT",https://www.olx.co.id/item/samsung-s22-plus-8128-light-saber-iid-942162162
DKI Jakarta,Iphone 11 pro 64 gb sinyal all operator bh 90+,4000000,"KEMAYORAN, JAKARTA PUSAT",https://www.olx.co.id/item/iphone-11-pro-64-gb-sinyal-all-operator-bh-90-iid-942162123
DKI Jakarta,Redmi A1 Black - 3 / 32 Gb - Fullset - NO MINUS,650000,"GROGOL PETAMBURAN, JAKARTA BARAT",https://www.olx.co.id/item/redmi-a1-black-3-32-gb-fullset-no-minus-iid-939514949
DKI Jakarta,Samsung Note 8 Kondisi Minus Kapasitas 64Gb,600000,"JOHAR BARU, JAKARTA PUSAT",https://www.olx.co.id/item/samsung-note-8-kondisi-minus-kapasitas-64gb-iid-941230524
DKI Jakarta,Xiaomi pad 5 Dual Boot Windows,4000000,"MENTENG, JAKARTA PUSAT",https://www.olx.co.id/item/xiaomi-pad-5-dual-boot-windows-iid-941669051
DKI Jakarta,Bingung jual hp minus?Siap beli iphone 11 12 13 Samsung fold vivo oppo,10000000,"KEBAYORAN BARU, JAKARTA SELATAN",https://www.olx.co.id/item/bingung-jual-hp-minussiap-beli-iphone-11-12-13-samsung-fold-vivo-oppo-iid-895165456
DKI Jakarta,Iphone 16 128 dan 256 new ibox,14499999,"MATRAMAN, JAKARTA TIMUR",https://www.olx.co.id/item/iphone-16-128-dan-256-new-ibox-iid-940512686
DKI Jakarta,Iphone 15 second ibox 128gb,9699999,"MATRAMAN, JAKARTA TIMUR",https://www.olx.co.id/item/iphone-15-second-ibox-128gb-iid-940512785
DKI Jakarta,Samsung a12 ram 6/128,725000,"PALMERAH, JAKARTA BARAT",https://www.olx.co.id/item/samsung-a12-ram-6128-iid-942100313
DKI Jakarta,Xiaomi 14 12/256,7600000,"KEBON JERUK, JAKARTA BARAT",https://www.olx.co.id/item/xiaomi-14-12256-iid-942162074
DKI Jakarta,Redmi 9c Orange 4/64GB,850000,"TAMBORA, JAKARTA BARAT",https://www.olx.co.id/item/redmi-9c-orange-464gb-iid-942162051
DKI Jakarta,Huawei Nova 3i 4/128,300000,"TANJUNG PRIOK, JAKARTA UTARA",https://www.olx.co.id/item/huawei-nova-3i-4128-iid-941262472
DKI Jakarta,Iphone 13 blue 128gb,5250000,"TEBET, JAKARTA SELATAN",https://www.olx.co.id/item/iphone-13-blue-128gb-iid-942162006
DKI Jakarta,Xiaomi Redmi 7 lumayan bagus,530000,"SAWAH BESAR, JAKARTA PUSAT",https://www.olx.co.id/item/xiaomi-redmi-7-lumayan-bagus-iid-942161977
DKI Jakarta,Infinix note 12 8+5/256 normal.,1300000,"KELAPA GADING, JAKARTA UTARA",https://www.olx.co.id/item/infinix-note-12-85256-normal-iid-942161911
DKI Jakarta,Samsung flip 3 garis,1200000,"PULO GADUNG, JAKARTA TIMUR",https://www.olx.co.id/item/samsung-flip-3-garis-iid-942161856
DKI Jakarta,Oppo Reno 5 4g 8/128 ori,900000,"CAKUNG, JAKARTA TIMUR",https://www.olx.co.id/item/oppo-reno-5-4g-8128-ori-iid-942161807
DKI Jakarta,iPhone 13 inter 128GB,5150000,"PALMERAH, JAKARTA BARAT",https://www.olx.co.id/item/iphone-13-inter-128gb-iid-941638617
DKI Jakarta,Iphone 11 128 gb ex inter,3300000,"GROGOL PETAMBURAN, JAKARTA BARAT",https://www.olx.co.id/item/iphone-11-128-gb-ex-inter-iid-942161755
DKI Jakarta,INFINIX SMART 8 PRO,1200000,"KEBAYORAN BARU, JAKARTA SELATAN",https://www.olx.co.id/item/infinix-smart-8-pro-iid-942161735
DKI Jakarta,IPhone 11 128GB All operator,3550000,"TEBET, JAKARTA SELATAN",https://www.olx.co.id/item/iphone-11-128gb-all-operator-iid-942161731
DKI Jakarta,Samsung A56 ram 8gb+8gb/256gb NFC baru garansi resmi samsung Sein,5199000,"KRAMAT JATI, JAKARTA TIMUR",https://www.olx.co.id/item/samsung-a56-ram-8gb8gb256gb-nfc-baru-garansi-resmi-samsung-sein-iid-930209500
DKI Jakarta,Iphone 11 pro 256Gb fullset alloprator,4699999,"MATRAMAN, JAKARTA TIMUR",https://www.olx.co.id/item/iphone-11-pro-256gb-fullset-alloprator-iid-886658461
DKI Jakarta,Iphone 15 Promax 512 GB mulussss (ibox),17000000,"CIPAYUNG, JAKARTA TIMUR",https://www.olx.co.id/item/iphone-15-promax-512-gb-mulussss-ibox-iid-934835789
DKI Jakarta,Vivo V50 Lite 5G ram 8gb+8gb/256gb baru garansi resmi harga promo,3999000,"KRAMAT JATI, JAKARTA TIMUR",https://www.olx.co.id/item/vivo-v50-lite-5g-ram-8gb8gb256gb-baru-garansi-resmi-harga-promo-iid-927765076
DKI Jakarta,Redmi 8A memori 2/32 warna hitam,600000,"PANCORAN, JAKARTA SELATAN",https://www.olx.co.id/item/redmi-8a-memori-232-warna-hitam-iid-942161730
Jawa Barat,Iphone 14 Pro Max 128 Gb Ex Ibox,12250000,"ANTAPANI (CICADAS), BANDUNG KOTA",https://www.olx.co.id/item/iphone-14-pro-max-128-gb-ex-ibox-iid-941963184
Jawa Barat,iPhone 13 iBox Like New Garansi,7450000,"SUMUR BANDUNG, BANDUNG KOTA",https://www.olx.co.id/item/iphone-13-ibox-like-new-garansi-iid-940757123
Jawa Barat,SAMSUNG GALAXY S25 FE 512 SECOND - DUREN SAWIT JAKARTA TIMUR,9250000,"DUREN SAWIT, JAKARTA TIMUR",https://www.olx.co.id/item/samsung-galaxy-s25-fe-512-second-duren-sawit-jakarta-timur-iid-942047914
Jawa Barat,Iphone 15 PM Ibox Fullset Plus Case Casetify,15900000,"BOJONGSARI, DEPOK KOTA",https://www.olx.co.id/item/iphone-15-pm-ibox-fullset-plus-case-casetify-iid-941579437
Jawa Barat,iPhone 15 Plus 128gb Black iBox Fullset Original & HB 88% Original,10400000,"BEKASI TIMUR, BEKASI KOTA",https://www.olx.co.id/item/iphone-15-plus-128gb-black-ibox-fullset-original-hb-88-original-iid-942164499
Jawa Barat,IPHONE 16Pm 256 gb like new ibox,19500000,"TAMBUN SELATAN, BEKASI KAB.",https://www.olx.co.id/item/iphone-16pm-256-gb-like-new-ibox-iid-942047609
Jawa Barat,Samsung A56 5G 12/256 Garansi Full Aktif,5500000,"CIPAYUNG, DEPOK KOTA",https://www.olx.co.id/item/samsung-a56-5g-12256-garansi-full-aktif-iid-942164475
Jawa Barat,Samsung A56 5G 12/256 Garansi Panjang,5500000,"BOJONGGEDE, BOGOR KAB.",https://www.olx.co.id/item/samsung-a56-5g-12256-garansi-panjang-iid-942164468
Jawa Barat,REDMI NOTE 12 6/128 BATANGAN HP SAJA,1300000,"TAMBUN SELATAN, BEKASI KAB.",https://www.olx.co.id/item/redmi-note-12-6128-batangan-hp-saja-iid-942164458
Jawa Barat,iphone 13 128gb Fullshet,4400000,"KATAPANG, BANDUNG KAB.",https://www.olx.co.id/item/iphone-13-128gb-fullshet-iid-942164414
Jawa Barat,samsung A56 5G 8/256gb new segel,5250000,"KATAPANG, BANDUNG KAB.",https://www.olx.co.id/item/samsung-a56-5g-8256gb-new-segel-iid-942164395
Jawa Barat,Vivo S1 Pro 8/128 batangan Lcd masih ori Lecet pemakaian,950000,"BEKASI TIMUR, BEKASI KOTA",https://www.olx.co.id/item/vivo-s1-pro-8128-batangan-lcd-masih-ori-lecet-pemakaian-iid-942164372
Jawa Barat,Jual Samsung A50s Ram 4/64 Gb,7500000,"CILEUNGSI, BOGOR KAB.",https://www.olx.co.id/item/jual-samsung-a50s-ram-464-gb-iid-942164353
Jawa Barat,Di jual HP Asus Zenfone,270000,"CIPAYUNG, DEPOK KOTA",https://www.olx.co.id/item/di-jual-hp-asus-zenfone-iid-940517960
Jawa Barat,I phone 4 apple,750000,"GUNUNG PUTRI, BOGOR KAB.",https://www.olx.co.id/item/i-phone-4-apple-iid-930568178
Jawa Barat,Samsung Galaxy Note 10 Sein 8/256,3150000,"LENGKONG, BANDUNG KOTA",https://www.olx.co.id/item/samsung-galaxy-note-10-sein-8256-iid-940359229
Jawa Barat,IPhone 13 Black 128GB (Original),7550000,"CIBINONG, BOGOR KAB.",https://www.olx.co.id/item/iphone-13-black-128gb-original-iid-942164258
Jawa Barat,Iphone 8 64gb wifi only,800000,"CIBEUNYING KIDUL, BANDUNG KOTA",https://www.olx.co.id/item/iphone-8-64gb-wifi-only-iid-941425094
Jawa Barat,Iphone 13 second biru navy,4850000,"DAYEUHKOLOT, BANDUNG KAB.",https://www.olx.co.id/item/iphone-13-second-biru-navy-iid-942164214
Jawa Barat,iPhone 15 256GB Green Resmi Digimap – Mulus Total & Fullset Box,11500000,"CICENDO, BANDUNG KOTA",https://www.olx.co.id/item/iphone-15-256gb-green-resmi-digimap-mulus-total-fullset-box-iid-942102537
Jawa Barat,RedMagic 8s pro baru buka box ga nyampe dua bulan like new mulus,4750000,"GEDEBAGE, BANDUNG KOTA",https://www.olx.co.id/item/redmagic-8s-pro-baru-buka-box-ga-nyampe-dua-bulan-like-new-mulus-iid-941642591
Jawa Barat,Iphone 16 pro 128 ex ibox,16500000,"CIMEUNYAN, BANDUNG KAB.",https://www.olx.co.id/item/iphone-16-pro-128-ex-ibox-iid-941452613
Jawa Barat,Iphone 16 ProMax 512GB Natural Titanium,18999000,"CIBINONG, BOGOR KAB.",https://www.olx.co.id/item/iphone-16-promax-512gb-natural-titanium-iid-941927646
Jawa Barat,iphone 14 Pro Max 128 GB inter,9100000,"BEKASI KOTA, JAWA BARAT",https://www.olx.co.id/item/iphone-14-pro-max-128-gb-inter-iid-942164190
Jawa Barat,iPhone 17pro 256.iBox like new,23000000,"CIOMAS, BOGOR KAB.",https://www.olx.co.id/item/iphone-17pro-256ibox-like-new-iid-942164176
Jawa Barat,Jual hp Merk Realme C12-Y dengan Ram 4 GB,550000,"PAMEUNGPEUK, BANDUNG KAB.",https://www.olx.co.id/item/jual-hp-merk-realme-c12-y-dengan-ram-4-gb-iid-936059165
Jawa Barat,iPhone 16 iBox 128 mlus gransi aktip,13000000,"CIOMAS, BOGOR KAB.",https://www.olx.co.id/item/iphone-16-ibox-128-mlus-gransi-aktip-iid-942164141
Jawa Barat,Huawei Pura 80 Pro Red 12/512Gb (Baru 2 Bulan),11500000,"SUMUR BANDUNG, BANDUNG KOTA",https://www.olx.co.id/item/huawei-pura-80-pro-red-12512gb-baru-2-bulan-iid-940530958
Jawa Barat,Oppo A16 ram 3/32 minus dikit,400000,"RAWALUMBU, BEKASI KOTA",https://www.olx.co.id/item/oppo-a16-ram-332-minus-dikit-iid-942164122
Jawa Barat,Iqoo 13 ram 16/1000gb fulset garansi resmi iqoo 13 16/1tb COD yess kan,14000000,"ANDIR, BANDUNG KOTA",https://www.olx.co.id/item/iqoo-13-ram-161000gb-fulset-garansi-resmi-iqoo-13-161tb-cod-yess-kan-iid-938544718
Jawa Barat,Terima jual hp bekas bandung,750000,"CIDADAP, BANDUNG KOTA",https://www.olx.co.id/item/terima-jual-hp-bekas-bandung-iid-937504138
Jawa Barat,TERIMA JUAL/BELI HP BEKAS BANDUNG,9775000,"BUAHBATU (MARGACINTA), BANDUNG KOTA",https://www.olx.co.id/item/terima-jualbeli-hp-bekas-bandung-iid-937504244
Jawa Barat,Terima jual/beli hp,1225000,"MAJALAYA, BANDUNG KAB.",https://www.olx.co.id/item/terima-jualbeli-hp-iid-937504369
Jawa Barat,Redmi Note 14 Pro 5G 8gb/256gb Mulus Fullset,3250000,"COBLONG, BANDUNG KOTA",https://www.olx.co.id/item/redmi-note-14-pro-5g-8gb256gb-mulus-fullset-iid-942164014
Jawa Barat,Samsung A56 5G ram 12/256 fullset original,5500000,"SUKARAJA, BOGOR KAB.",https://www.olx.co.id/item/samsung-a56-5g-ram-12256-fullset-original-iid-942163931
Jawa Barat,Iphone XR ex Ibox,3300000,"JATI SAMPURNA, BEKASI KOTA",https://www.olx.co.id/item/iphone-xr-ex-ibox-iid-940383403
Jawa Barat,Samsung A32 6/128,3699000,"PONDOK MELATI, BEKASI KOTA",https://www.olx.co.id/item/samsung-a32-6128-iid-864475378
Jawa Barat,Motorola Edge 60 Fusion,4450000,"REGOL, BANDUNG KOTA",https://www.olx.co.id/item/motorola-edge-60-fusion-iid-938115870
Jawa Barat,Huawei Pura 80 Black 12/256 like new,10000000,"LENGKONG, BANDUNG KOTA",https://www.olx.co.id/item/huawei-pura-80-black-12256-like-new-iid-942054372
Jawa Barat,Jual Samsung A16 4G 8/256 New Ori BNIB Segel,2850000,"SUKMAJAYA, DEPOK KOTA",https://www.olx.co.id/item/jual-samsung-a16-4g-8256-new-ori-bnib-segel-iid-936792919
Jawa Barat,Iphone 14 Plus 128GB Biru Ex Digimap Fullset,9000000,"JATI SAMPURNA, BEKASI KOTA",https://www.olx.co.id/item/iphone-14-plus-128gb-biru-ex-digimap-fullset-iid-941821606
Jawa Barat,Iphone 11 64Gb & 128Gb BNIB,9850000,"PONDOK MELATI, BEKASI KOTA",https://www.olx.co.id/item/iphone-11-64gb-128gb-bnib-iid-848369204
Jawa Barat,Reno 8 4G 8+5/256 Downlight Gold,4999000,"PONDOK MELATI, BEKASI KOTA",https://www.olx.co.id/item/reno-8-4g-85256-downlight-gold-iid-883791329
Jawa Barat,Di jual hp Oppo A78 4+4/256 4g,1700000,"SUKMAJAYA, DEPOK KOTA",https://www.olx.co.id/item/di-jual-hp-oppo-a78-44256-4g-iid-942163911
Jawa Barat,Samsung S21FE 5G 8/256 Gb Mulus 97% (Minus Lighsaber) bs TT/BT,2150000,"KATAPANG, BANDUNG KAB.",https://www.olx.co.id/item/samsung-s21fe-5g-8256-gb-mulus-97-minus-lighsaber-bs-ttbt-iid-939552452
Jawa Barat,iPhone 12 128GB Inter LL/A (Simlock),4190000,"BOJONGSARI, DEPOK KOTA",https://www.olx.co.id/item/iphone-12-128gb-inter-lla-simlock-iid-942163856
Jawa Barat,iPhone 11 iBox 64GB PA/A,4390000,"BOJONGSARI, DEPOK KOTA",https://www.olx.co.id/item/iphone-11-ibox-64gb-paa-iid-942163854
Jawa Barat,Jual hp Oppo a3s,350000,"PONDOK GEDE, BEKASI KOTA",https://www.olx.co.id/item/jual-hp-oppo-a3s-iid-942163801
Jawa Barat,Infinix Note 50s 8/256,2400000,"BEKASI TIMUR, BEKASI KOTA",https://www.olx.co.id/item/infinix-note-50s-8256-iid-942163793
Jawa Barat,Minus retak bagian atas sma suara musik ga keluar,475000,"BOJONGLOA KIDUL, BANDUNG KOTA",https://www.olx.co.id/item/minus-retak-bagian-atas-sma-suara-musik-ga-keluar-iid-942163757
Jawa Barat,IPHONE 11 128GB FULLSET REGIST BEACUKAI,4700000,"BEKASI SELATAN, BEKASI KOTA",https://www.olx.co.id/item/iphone-11-128gb-fullset-regist-beacukai-iid-942163743
Jawa Barat,DI CARI IPHONE LOCK ICLOUD DI UTAMAKAN MASIH PASCODE,1000000,"SUMUR BANDUNG, BANDUNG KOTA",https://www.olx.co.id/item/di-cari-iphone-lock-icloud-di-utamakan-masih-pascode-iid-863164320
Jawa Barat,DI BELI IPHONE LOCK ICLOUD,1500000,"CIBEUNYING KIDUL, BANDUNG KOTA",https://www.olx.co.id/item/di-beli-iphone-lock-icloud-iid-922900390
Jawa Barat,YANG MAU JUAL IPHONE ICLOUD X KE ATAS DI UTAMAKN PASCODE,1500000,"CIBEUNYING KIDUL, BANDUNG KOTA",https://www.olx.co.id/item/yang-mau-jual-iphone-icloud-x-ke-atas-di-utamakn-pascode-iid-873113309
Jawa Barat,Iphone 14 Pro 256 Ex.Ibox,12800000,"JATI SAMPURNA, BEKASI KOTA",https://www.olx.co.id/item/iphone-14-pro-256-exibox-iid-942118781
Jawa Barat,iphone 14 pro 128gb,9000000,"BOGOR TENGAH - KOTA, BOGOR KOTA",https://www.olx.co.id/item/iphone-14-pro-128gb-iid-941696321
Jawa Barat,Xiaomi 15 t 12/512,7000000,"MARGAHAYU, BANDUNG KAB.",https://www.olx.co.id/item/xiaomi-15-t-12512-iid-942141437
Jawa Barat,NEW SAMSUNG S25FE,9999000,"SUMUR BANDUNG, BANDUNG KOTA",https://www.olx.co.id/item/new-samsung-s25fe-iid-942153643
Jawa Barat,DI CARI ATAU DI BELI IPHONE LOCK ICLOUD DI UTAMAKAN MASIH PASCODE,1500000,"KIARACONDONG, BANDUNG KOTA",https://www.olx.co.id/item/di-cari-atau-di-beli-iphone-lock-icloud-di-utamakan-masih-pascode-iid-913749976
Jawa Barat,DI BELI IPHONE LOCK ICLOUD,2000000,"SUMUR BANDUNG, BANDUNG KOTA",https://www.olx.co.id/item/di-beli-iphone-lock-icloud-iid-924359592
Jawa Barat,DI BELI IPHONE KE KUNCI ATAU LOCK ICLOUD,1000000,"SUMUR BANDUNG, BANDUNG KOTA",https://www.olx.co.id/item/di-beli-iphone-ke-kunci-atau-lock-icloud-iid-923061379
Jawa Barat,CARI ATAU DI BELI IPHONE LOCK ICLOUD,1500000,"SUMUR BANDUNG, BANDUNG KOTA",https://www.olx.co.id/item/cari-atau-di-beli-iphone-lock-icloud-iid-922629138
Jawa Barat,Di beli iphone lock icloud,1000000,"ANTAPANI (CICADAS), BANDUNG KOTA",https://www.olx.co.id/item/di-beli-iphone-lock-icloud-iid-899848850
Jawa Barat,DI CARI ATAU DI BELI IPHONE LOCK ICLOUD,1500000,"ANTAPANI (CICADAS), BANDUNG KOTA",https://www.olx.co.id/item/di-cari-atau-di-beli-iphone-lock-icloud-iid-912143449
Jawa Barat,DIJUAL NOKIA FLIP 2720,370000,"BOJONGSOANG, BANDUNG KAB.",https://www.olx.co.id/item/dijual-nokia-flip-2720-iid-904604879
Jawa Barat,NOKIA FLIP 2660,350000,"BOJONGSOANG, BANDUNG KAB.",https://www.olx.co.id/item/nokia-flip-2660-iid-904605028
Jawa Barat,INFINIX HOT 30 I RAM 8+8/128..MULUS LIKE NEW ..FULLSET,1100000,"SAWANGAN, DEPOK KOTA",https://www.olx.co.id/item/infinix-hot-30-i-ram-88128mulus-like-new-fullset-iid-942163656
Jawa Barat,Iphone 13 Promax 128Gb Inter,7700000,"BEKASI KOTA, JAWA BARAT",https://www.olx.co.id/item/iphone-13-promax-128gb-inter-iid-942163571
Jawa Barat,Post ulang lagi ss 04 ram 3+1/32 mulus noimus ori segel batang,700000,"BANDUNG KIDUL, BANDUNG KOTA",https://www.olx.co.id/item/post-ulang-lagi-ss-04-ram-3132-mulus-noimus-ori-segel-batang-iid-942163521
Jawa Barat,INFINIX HOT 60 PRO PLUS 8/256,2450000,"MARGAHAYU, BANDUNG KAB.",https://www.olx.co.id/item/infinix-hot-60-pro-plus-8256-iid-942163516
Jawa Barat,iPhone 13 128GB Inter All Operator,5450000,"BEKASI TIMUR, BEKASI KOTA",https://www.olx.co.id/item/iphone-13-128gb-inter-all-operator-iid-942163498
Jawa Barat,Samsung flip 7 red coral 12/256,13500000,"SUKAJADI, BANDUNG KOTA",https://www.olx.co.id/item/samsung-flip-7-red-coral-12256-iid-941806771
Jawa Barat,Pixel 9 Pro XL 256 Black,13800000,"SAWANGAN, DEPOK KOTA",https://www.olx.co.id/item/pixel-9-pro-xl-256-black-iid-941764592
Jawa Barat,iPhone 13 promax 256 gb,11000000,"CIMEUNYAN, BANDUNG KAB.",https://www.olx.co.id/item/iphone-13-promax-256-gb-iid-941859541
Jawa Barat,iphone 13 128gb all operator,5000000,"BOGOR TENGAH - KOTA, BOGOR KOTA",https://www.olx.co.id/item/iphone-13-128gb-all-operator-iid-941696304
Jawa Barat,Second iPhone 16 128gb iBox Blue Marine Fullset Mulus,13499000,"BOGOR TENGAH - KOTA, BOGOR KOTA",https://www.olx.co.id/item/second-iphone-16-128gb-ibox-blue-marine-fullset-mulus-iid-942163490
Jawa Barat,Second VIVO V17 PRO 8/128 Fullset,1799000,"BOGOR TENGAH - KOTA, BOGOR KOTA",https://www.olx.co.id/item/second-vivo-v17-pro-8128-fullset-iid-942163478
Jawa Barat,Second Infinix GT 30 8/256gb Fullset Like New,3199000,"BOGOR TENGAH - KOTA, BOGOR KOTA",https://www.olx.co.id/item/second-infinix-gt-30-8256gb-fullset-like-new-iid-942163462
Jawa Barat,Second iPhone 11 64gb iBox Fullset Original,4999000,"BOGOR TENGAH - KOTA, BOGOR KOTA",https://www.olx.co.id/item/second-iphone-11-64gb-ibox-fullset-original-iid-942163456
Jawa Barat,IPHONE 13 128 GB FULLSET ORI,7250000,"BEKASI UTARA, BEKASI KOTA",https://www.olx.co.id/item/iphone-13-128-gb-fullset-ori-iid-942163441
Jawa Barat,Tecno 6 8/256 full game,2100000,"BANDUNG WETAN, BANDUNG KOTA",https://www.olx.co.id/item/tecno-6-8256-full-game-iid-942163325
Jawa Barat,Vivo Iqoo z10 lite 4g 8/128,1900000,"TANAH SAREAL, BOGOR KOTA",https://www.olx.co.id/item/vivo-iqoo-z10-lite-4g-8128-iid-942163310
Jawa Barat,SAMSUNG A32 8/128,750000,"TANAH SAREAL, BOGOR KOTA",https://www.olx.co.id/item/samsung-a32-8128-iid-942163298
Jawa Barat,Dijual iphone 8 64 gb wifi only,1200000,"JATI SAMPURNA, BEKASI KOTA",https://www.olx.co.id/item/dijual-iphone-8-64-gb-wifi-only-iid-941304679
Jawa Barat,Iphone 14 PM 256 Resmi ibox Super Mulus,13400000,"BANDUNG KOTA, JAWA BARAT",https://www.olx.co.id/item/iphone-14-pm-256-resmi-ibox-super-mulus-iid-942163273
